"Country Name","Region Name",Zone,"Zip From","Zip To","Weight From","Weight To","Volume From","Volume To","Profile Name","Shipping Price","Shipping Name"
AU,VIC,21,2106,2108,26,250,0,0.75,Standard,65.0000,"Next Day Standard"
AU,VIC,21,2106,2108,26,250,0,0.75,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2106,2108,251,500,0,0.75,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2106,2108,0,25,0,0.064,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2106,2108,0,25,0,0.064,Hoarding,65.0000,"Next Day Standard"
AU,QLD,21,2106,2108,0,25,0.065,0.192,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2106,2108,0,25,0.065,0.192,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2106,2108,0,25,0.065,0.192,Hoarding,65.0000,"Next Day Standard"
AU,QLD,21,2106,2108,26,250,0,0.75,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2106,2108,26,250,0,0.75,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2106,2108,251,500,0,0.75,Standard,65.0000,"Next Day Standard"
AU,NSW,21,2106,2108,501,1000,0.751,3.5,Bulky,85.0000,"Next Day Standard"
AU,NSW,21,2106,2108,501,1000,0.751,3.5,Hoarding,85.0000,"Next Day Standard"
AU,NSW,21,2106,2108,1001,2000,0.751,6.99,Standard,85.0000,"Next Day Standard"
AU,NSW,21,2106,2108,1001,2000,0.751,6.99,Bulky,85.0000,"Next Day Standard"
AU,NSW,21,2106,2108,2001,3999,7,15,Standard,105.0000,"Next Day Standard"
AU,NSW,21,2106,2108,2001,3999,7,15,Bulky,105.0000,"Next Day Standard"
AU,VIC,21,2106,2108,251,500,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,VIC,21,2106,2108,501,1000,0.751,3.5,Standard,125.0000,"Next Day Standard"
AU,VIC,21,2106,2108,501,1000,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,QLD,21,2106,2108,251,500,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,QLD,21,2106,2108,501,1000,0.751,3.5,Standard,125.0000,"Next Day Standard"
AU,QLD,21,2106,2108,501,1000,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,NSW,21,2561,2562,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,VIC,21,2561,2562,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,QLD,21,2561,2562,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,NSW,21,2561,2562,0,25,0,0.064,Bulky,45.0000,"Next Day Standard"
AU,NSW,21,2561,2562,0,25,0.065,0.192,Standard,45.0000,"Next Day Standard"
AU,NSW,21,2561,2562,0,25,0.065,0.192,Bulky,45.0000,"Next Day Standard"
AU,NSW,21,2561,2562,251,500,0,0.75,Standard,45.0000,"Next Day Standard"
AU,NSW,21,2561,2562,0,25,0,0.064,Hoarding,55.0000,"Next Day Standard"
AU,NSW,21,2561,2562,0,25,0.065,0.192,Hoarding,55.0000,"Next Day Standard"
AU,NSW,21,2561,2562,26,250,0,0.75,Standard,55.0000,"Next Day Standard"
AU,NSW,21,2561,2562,26,250,0,0.75,Bulky,55.0000,"Next Day Standard"
AU,NSW,21,2561,2562,251,500,0.751,3.5,Bulky,55.0000,"Next Day Standard"
AU,NSW,21,2561,2562,501,1000,0.751,3.5,Standard,55.0000,"Next Day Standard"
AU,VIC,21,2561,2562,0,25,0,0.064,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2561,2562,0,25,0,0.064,Hoarding,65.0000,"Next Day Standard"
AU,VIC,21,2561,2562,0,25,0.065,0.192,Standard,65.0000,"Next Day Standard"
AU,VIC,21,2561,2562,0,25,0.065,0.192,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2561,2562,0,25,0.065,0.192,Hoarding,65.0000,"Next Day Standard"
AU,VIC,21,2561,2562,26,250,0,0.75,Standard,65.0000,"Next Day Standard"
AU,VIC,21,2561,2562,26,250,0,0.75,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2561,2562,251,500,0,0.75,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2561,2562,0,25,0,0.064,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2561,2562,0,25,0,0.064,Hoarding,65.0000,"Next Day Standard"
AU,QLD,21,2561,2562,0,25,0.065,0.192,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2561,2562,0,25,0.065,0.192,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2561,2562,0,25,0.065,0.192,Hoarding,65.0000,"Next Day Standard"
AU,QLD,21,2561,2562,26,250,0,0.75,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2561,2562,26,250,0,0.75,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2561,2562,251,500,0,0.75,Standard,65.0000,"Next Day Standard"
AU,NSW,21,2561,2562,501,1000,0.751,3.5,Bulky,85.0000,"Next Day Standard"
AU,NSW,21,2561,2562,501,1000,0.751,3.5,Hoarding,85.0000,"Next Day Standard"
AU,NSW,21,2561,2562,1001,2000,0.751,6.99,Standard,85.0000,"Next Day Standard"
AU,NSW,21,2561,2562,1001,2000,0.751,6.99,Bulky,85.0000,"Next Day Standard"
AU,NSW,21,2561,2562,2001,3999,7,15,Standard,105.0000,"Next Day Standard"
AU,NSW,21,2561,2562,2001,3999,7,15,Bulky,105.0000,"Next Day Standard"
AU,VIC,21,2561,2562,251,500,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,VIC,21,2561,2562,501,1000,0.751,3.5,Standard,125.0000,"Next Day Standard"
AU,VIC,21,2561,2562,501,1000,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,QLD,21,2561,2562,251,500,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,QLD,21,2561,2562,501,1000,0.751,3.5,Standard,125.0000,"Next Day Standard"
AU,QLD,21,2561,2562,501,1000,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,NSW,21,2568,2569,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,VIC,21,2568,2569,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,QLD,21,2568,2569,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,NSW,21,2568,2569,0,25,0,0.064,Bulky,45.0000,"Next Day Standard"
AU,NSW,21,2568,2569,0,25,0.065,0.192,Standard,45.0000,"Next Day Standard"
AU,NSW,21,2568,2569,0,25,0.065,0.192,Bulky,45.0000,"Next Day Standard"
AU,NSW,21,2568,2569,251,500,0,0.75,Standard,45.0000,"Next Day Standard"
AU,NSW,21,2568,2569,0,25,0,0.064,Hoarding,55.0000,"Next Day Standard"
AU,NSW,21,2568,2569,0,25,0.065,0.192,Hoarding,55.0000,"Next Day Standard"
AU,NSW,21,2568,2569,26,250,0,0.75,Standard,55.0000,"Next Day Standard"
AU,NSW,21,2568,2569,26,250,0,0.75,Bulky,55.0000,"Next Day Standard"
AU,NSW,21,2568,2569,251,500,0.751,3.5,Bulky,55.0000,"Next Day Standard"
AU,NSW,21,2568,2569,501,1000,0.751,3.5,Standard,55.0000,"Next Day Standard"
AU,VIC,21,2568,2569,0,25,0,0.064,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2568,2569,0,25,0,0.064,Hoarding,65.0000,"Next Day Standard"
AU,VIC,21,2568,2569,0,25,0.065,0.192,Standard,65.0000,"Next Day Standard"
AU,VIC,21,2568,2569,0,25,0.065,0.192,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2568,2569,0,25,0.065,0.192,Hoarding,65.0000,"Next Day Standard"
AU,VIC,21,2568,2569,26,250,0,0.75,Standard,65.0000,"Next Day Standard"
AU,VIC,21,2568,2569,26,250,0,0.75,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2568,2569,251,500,0,0.75,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2568,2569,0,25,0,0.064,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2568,2569,0,25,0,0.064,Hoarding,65.0000,"Next Day Standard"
AU,QLD,21,2568,2569,0,25,0.065,0.192,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2568,2569,0,25,0.065,0.192,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2568,2569,0,25,0.065,0.192,Hoarding,65.0000,"Next Day Standard"
AU,QLD,21,2568,2569,26,250,0,0.75,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2568,2569,26,250,0,0.75,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2568,2569,251,500,0,0.75,Standard,65.0000,"Next Day Standard"
AU,NSW,21,2568,2569,501,1000,0.751,3.5,Bulky,85.0000,"Next Day Standard"
AU,NSW,21,2568,2569,501,1000,0.751,3.5,Hoarding,85.0000,"Next Day Standard"
AU,NSW,21,2568,2569,1001,2000,0.751,6.99,Standard,85.0000,"Next Day Standard"
AU,NSW,21,2568,2569,1001,2000,0.751,6.99,Bulky,85.0000,"Next Day Standard"
AU,NSW,21,2568,2569,2001,3999,7,15,Standard,105.0000,"Next Day Standard"
AU,NSW,21,2568,2569,2001,3999,7,15,Bulky,105.0000,"Next Day Standard"
AU,VIC,21,2568,2569,251,500,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,VIC,21,2568,2569,501,1000,0.751,3.5,Standard,125.0000,"Next Day Standard"
AU,VIC,21,2568,2569,501,1000,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,QLD,21,2568,2569,251,500,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,QLD,21,2568,2569,501,1000,0.751,3.5,Standard,125.0000,"Next Day Standard"
AU,QLD,21,2568,2569,501,1000,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,NSW,21,2753,2756,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,VIC,21,2753,2756,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,QLD,21,2753,2756,0,25,0,0.064,Standard,35.0000,"Next Day Standard"
AU,NSW,21,2753,2756,0,25,0,0.064,Bulky,45.0000,"Next Day Standard"
AU,NSW,21,2753,2756,0,25,0.065,0.192,Standard,45.0000,"Next Day Standard"
AU,NSW,21,2753,2756,0,25,0.065,0.192,Bulky,45.0000,"Next Day Standard"
AU,NSW,21,2753,2756,251,500,0,0.75,Standard,45.0000,"Next Day Standard"
AU,NSW,21,2753,2756,0,25,0,0.064,Hoarding,55.0000,"Next Day Standard"
AU,NSW,21,2753,2756,0,25,0.065,0.192,Hoarding,55.0000,"Next Day Standard"
AU,NSW,21,2753,2756,26,250,0,0.75,Standard,55.0000,"Next Day Standard"
AU,NSW,21,2753,2756,26,250,0,0.75,Bulky,55.0000,"Next Day Standard"
AU,NSW,21,2753,2756,251,500,0.751,3.5,Bulky,55.0000,"Next Day Standard"
AU,NSW,21,2753,2756,501,1000,0.751,3.5,Standard,55.0000,"Next Day Standard"
AU,VIC,21,2753,2756,0,25,0,0.064,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2753,2756,0,25,0,0.064,Hoarding,65.0000,"Next Day Standard"
AU,VIC,21,2753,2756,0,25,0.065,0.192,Standard,65.0000,"Next Day Standard"
AU,VIC,21,2753,2756,0,25,0.065,0.192,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2753,2756,0,25,0.065,0.192,Hoarding,65.0000,"Next Day Standard"
AU,VIC,21,2753,2756,26,250,0,0.75,Standard,65.0000,"Next Day Standard"
AU,VIC,21,2753,2756,26,250,0,0.75,Bulky,65.0000,"Next Day Standard"
AU,VIC,21,2753,2756,251,500,0,0.75,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2753,2756,0,25,0,0.064,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2753,2756,0,25,0,0.064,Hoarding,65.0000,"Next Day Standard"
AU,QLD,21,2753,2756,0,25,0.065,0.192,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2753,2756,0,25,0.065,0.192,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2753,2756,0,25,0.065,0.192,Hoarding,65.0000,"Next Day Standard"
AU,QLD,21,2753,2756,26,250,0,0.75,Standard,65.0000,"Next Day Standard"
AU,QLD,21,2753,2756,26,250,0,0.75,Bulky,65.0000,"Next Day Standard"
AU,QLD,21,2753,2756,251,500,0,0.75,Standard,65.0000,"Next Day Standard"
AU,NSW,21,2753,2756,501,1000,0.751,3.5,Bulky,85.0000,"Next Day Standard"
AU,NSW,21,2753,2756,501,1000,0.751,3.5,Hoarding,85.0000,"Next Day Standard"
AU,NSW,21,2753,2756,1001,2000,0.751,6.99,Standard,85.0000,"Next Day Standard"
AU,NSW,21,2753,2756,1001,2000,0.751,6.99,Bulky,85.0000,"Next Day Standard"
AU,NSW,21,2753,2756,2001,3999,7,15,Standard,105.0000,"Next Day Standard"
AU,NSW,21,2753,2756,2001,3999,7,15,Bulky,105.0000,"Next Day Standard"
AU,VIC,21,2753,2756,251,500,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,VIC,21,2753,2756,501,1000,0.751,3.5,Standard,125.0000,"Next Day Standard"
AU,VIC,21,2753,2756,501,1000,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,QLD,21,2753,2756,251,500,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,QLD,21,2753,2756,501,1000,0.751,3.5,Standard,125.0000,"Next Day Standard"
AU,QLD,21,2753,2756,501,1000,0.751,3.5,Bulky,125.0000,"Next Day Standard"
AU,NSW,21,2081,2083,0,25,0,0.064,Standard,65.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,0,25,0,0.064,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,26,250,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,26,250,0,0.75,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,251,500,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,0,25,0,0.064,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,26,250,0,0.75,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,251,500,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Standard,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Standard,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,1001,2000,0.751,6.99,Standard,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,1001,2000,0.751,6.99,Bulky,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,1001,2000,0.751,6.99,Standard,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,1001,2000,0.751,6.99,Bulky,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,2001,3999,7,15,Standard,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,2001,3999,7,15,Bulky,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,2001,3999,7,15,Standard,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,2001,3999,7,15,Bulky,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0,0.064,Standard,65.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0,0.064,Standard,65.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0,0.064,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,26,250,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,26,250,0,0.75,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,251,500,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0,0.064,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,26,250,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,26,250,0,0.75,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,251,500,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0,0.064,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,26,250,0,0.75,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,251,500,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0,0.064,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,26,250,0,0.75,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,251,500,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,501,1000,0.751,3.5,Standard,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,501,1000,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,1001,2000,0.751,6.99,Standard,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,1001,2000,0.751,6.99,Bulky,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,2001,3999,7,15,Standard,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2106,2108,2001,3999,7,15,Bulky,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,0,25,0,0.064,Standard,65.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,0,25,0,0.064,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,0,25,0.065,0.192,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,0,25,0.065,0.192,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,26,250,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,26,250,0,0.75,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,251,500,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,0,25,0,0.064,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,0,25,0.065,0.192,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,26,250,0,0.75,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,251,500,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,501,1000,0.751,3.5,Standard,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,501,1000,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,1001,2000,0.751,6.99,Standard,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,1001,2000,0.751,6.99,Bulky,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,2001,3999,7,15,Standard,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2561,2562,2001,3999,7,15,Bulky,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,0,25,0,0.064,Standard,65.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,0,25,0,0.064,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,0,25,0.065,0.192,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,0,25,0.065,0.192,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,26,250,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,26,250,0,0.75,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,251,500,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,0,25,0,0.064,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,0,25,0.065,0.192,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,26,250,0,0.75,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,251,500,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,501,1000,0.751,3.5,Standard,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,501,1000,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,1001,2000,0.751,6.99,Standard,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,1001,2000,0.751,6.99,Bulky,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,2001,3999,7,15,Standard,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2568,2569,2001,3999,7,15,Bulky,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,0,25,0,0.064,Standard,65.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,0,25,0,0.064,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,0,25,0.065,0.192,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,0,25,0.065,0.192,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,26,250,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,26,250,0,0.75,Bulky,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,251,500,0,0.75,Standard,80.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,0,25,0,0.064,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,0,25,0.065,0.192,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,26,250,0,0.75,Hoarding,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,251,500,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,501,1000,0.751,3.5,Standard,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,501,1000,0.751,3.5,Bulky,100.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,1001,2000,0.751,6.99,Standard,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,1001,2000,0.751,6.99,Bulky,155.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,2001,3999,7,15,Standard,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2753,2756,2001,3999,7,15,Bulky,200.0000,"Same Day Express (3 hr service)"
AU,NSW,21,2081,2083,0,25,0,0.064,Standard,45.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,0,25,0,0.064,Bulky,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Standard,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Bulky,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,26,250,0,0.75,Standard,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,26,250,0,0.75,Bulky,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,251,500,0,0.75,Standard,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,0,25,0,0.064,Hoarding,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,0,25,0.065,0.192,Hoarding,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,26,250,0,0.75,Hoarding,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,251,500,0.751,3.5,Bulky,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Standard,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,501,1000,0.751,3.5,Bulky,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,1001,2000,0.751,6.99,Standard,105.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,1001,2000,0.751,6.99,Bulky,105.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,2001,3999,7,15,Standard,135.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2081,2083,2001,3999,7,15,Bulky,135.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,0,25,0,0.064,Standard,45.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,0,25,0,0.064,Bulky,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Standard,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Bulky,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,26,250,0,0.75,Standard,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,26,250,0,0.75,Bulky,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,251,500,0,0.75,Standard,60.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,0,25,0,0.064,Hoarding,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,0,25,0.065,0.192,Hoarding,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,26,250,0,0.75,Hoarding,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,251,500,0.751,3.5,Bulky,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,501,1000,0.751,3.5,Standard,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,501,1000,0.751,3.5,Bulky,75.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,1001,2000,0.751,6.99,Standard,105.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,1001,2000,0.751,6.99,Bulky,105.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,2001,3999,7,15,Standard,135.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2106,2108,2001,3999,7,15,Bulky,135.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2561,2562,0,25,0,0.064,Standard,45.0000,"Same day Standard (5 hour service)"
AU,NSW,21,2561,2562,0,25,0,0.064,Bulky,60.0000,"Same day Standard (5 hour service)"
